AOD,cummulative_cr_amount,cummulative_dr_amount,channel,output
39,83221,38904,0,0
36,93424,29567,0,0
36,43149,69120,0,0
26,48764,43702,1,0
31,26407,75498,1,0
26,86013,46749,0,0
34,92029,92637,1,0
37,63454,93388,1,0
34,47902,70040,1,0
37,43309,43645,0,0
39,16185,95010,0,0
34,67080,5298,0,0
28,24801,78413,1,0
20,76706,46732,0,0
21,39486,40242,1,0
26,19581,70085,1,0
25,2816,12206,1,0
37,36019,45772,1,0
22,37072,4839,0,0
29,4671,16003,0,0
32,96448,80246,1,0
36,44944,54637,0,0
30,21306,46464,1,0
21,61967,27405,1,0
20,43015,42967,1,0
38,78130,40427,0,0
34,45597,36161,0,0
29,46649,42160,0,0
35,66785,93956,0,0
39,22524,27026,0,0
36,49485,61029,1,0
30,71601,39511,0,0
30,52974,57754,1,0
21,56634,37646,0,0
31,87397,84187,1,0
25,39353,32522,0,0
25,30990,50366,0,0
39,13097,17058,0,0
32,40110,34885,0,0
21,92980,5074,0,0
31,91207,54215,1,0
38,6570,71326,0,0
35,78427,1301,1,0
28,5750,99010,0,0
33,45247,31530,1,0
33,82573,34571,0,0
31,6485,29556,1,0
38,76288,66331,0,0
29,68831,72918,0,0
40,87895,96895,1,0
24,29732,25641,0,0
26,15156,83001,1,0
26,56285,96093,1,1
31,97419,39375,0,0
39,19095,48754,0,0
37,48471,2867,0,0
38,64152,35741,1,0
22,29642,52708,1,0
26,8674,98570,0,0
31,53804,59031,1,0
33,68317,65692,1,0
21,39618,93136,1,0
37,5608,35650,1,0
40,92386,12388,0,0
23,12628,68988,1,0
36,70717,53484,0,0
29,68453,16826,0,0
24,29414,90116,0,0
27,74336,9530,0,0
31,52888,29405,1,0
29,43251,39554,0,0
31,2392,84052,1,0
34,39619,27079,1,0
22,4166,52397,0,0
26,83689,67888,0,0
40,37193,63871,1,0
30,77348,51039,1,0
34,37105,26560,1,0
40,39324,80524,0,0
20,64266,64564,0,0
37,21735,72171,1,0
22,49170,65956,0,0
20,26512,47652,1,0
30,81693,58270,0,0
39,48596,69204,1,0
25,94726,92776,1,1
29,57287,28616,0,0
37,57232,90139,1,0
28,17755,90954,0,0
31,86832,7533,0,0
21,87070,25789,1,0
26,9035,84569,1,0
23,8197,60229,0,0
25,2896,78011,0,0
25,80008,99276,1,1
24,89879,85450,0,0
38,74296,51677,1,0
36,14838,63678,0,0
20,93023,88443,0,0
27,42353,89424,0,0
26,69594,49467,0,0
29,18057,48350,1,0
35,96045,97678,0,0
36,43235,5654,0,0
31,82493,83889,0,0
32,78679,65006,1,0
22,1897,37793,1,0
35,28278,83834,1,0
22,41960,29369,1,0
39,88517,15055,0,0
21,88684,91695,0,0
33,9820,70892,1,0
24,89667,1546,1,0
39,22910,57719,1,0
28,88790,69800,0,0
30,21641,56546,1,0
34,86069,29438,0,0
20,73440,94124,1,1
39,75410,19189,0,0
27,76012,65070,0,0
23,16088,42938,0,0
29,72070,90006,1,1
22,46080,64672,0,0
36,4082,77379,1,0
32,74675,51028,1,0
21,2280,66917,0,0
20,36065,86049,1,0
24,18100,95405,0,0
20,78560,38291,1,0
35,44160,8683,0,0
34,14452,96606,0,0
23,81019,28378,1,0
24,49160,18613,0,0
31,21451,5707,0,0
32,33837,60220,0,0
22,71678,92331,0,0
23,48007,89312,0,0
36,87362,27336,1,0
32,67370,66394,0,0
33,19069,49544,0,0
30,89579,85556,1,0
22,47369,61850,1,0
36,86280,28575,1,0
20,40619,47091,1,0
30,67345,18315,0,0
36,20019,11365,1,0
36,80347,44435,0,0
25,33903,23338,1,0
34,52612,48358,0,0
35,28241,36310,0,0
38,1614,91995,1,0
33,46370,30424,0,0
34,43612,68286,0,0
26,70995,94120,1,1
34,82381,43118,1,0
36,91023,9342,1,0
29,79895,20773,0,0
39,13381,14849,1,0
35,48316,86795,1,0
36,26833,1542,1,0
32,40934,18795,1,0
21,76876,50863,1,1
38,18624,71663,1,0
39,39141,99152,1,0
39,72992,18223,0,0
31,57885,3760,1,0
37,14615,34078,0,0
40,8781,40159,0,0
27,27244,47711,1,0
24,74673,97502,0,0
34,16981,53346,1,0
35,96146,2887,0,0
35,51885,43025,1,0
27,78214,25198,0,0
33,92517,40759,0,0
32,99181,60453,0,0
24,7159,39414,0,0
39,41317,92510,0,0
33,89309,7939,1,0
29,86853,89385,1,1
23,44008,13570,1,0
31,68457,19745,1,0
23,97961,91349,1,1
33,3883,47167,0,0
35,32635,65106,1,0
30,36967,76071,1,0
25,54607,35718,1,0
37,47815,15849,0,0
33,51776,13937,0,0
33,64893,57374,0,0
33,75194,49717,0,0
31,36768,6429,1,0
24,41430,60500,1,0
27,29864,65159,0,0
23,99123,56948,1,1
22,76440,51913,0,0
24,87091,18829,0,0
27,15413,72135,0,0
37,8663,6858,0,0
27,28004,19222,0,0
23,45451,47303,1,0
38,7974,45608,0,0
33,25695,11803,0,0
21,57279,9523,1,0
25,69855,93352,0,0
24,7335,70377,0,0
39,30821,47799,1,0
32,97861,97958,1,0
38,84050,58738,1,0
22,61527,68405,0,0
32,44271,53856,0,0
24,60175,65772,1,1
36,64573,25362,0,0
31,54918,90062,0,0
26,58714,6166,1,0
21,3053,44642,1,0
23,34639,3988,0,0
25,77332,14322,1,0
32,33442,98345,1,0
34,64753,43527,1,0
24,70787,61824,0,0
40,96356,30117,1,0
34,30035,91501,1,0
28,72996,7398,1,0
28,64368,22051,1,0
39,26935,50039,0,0
27,47855,96477,1,0
29,95498,40407,0,0
38,74638,18782,1,0
40,80286,45655,0,0
31,16803,54376,0,0
25,39391,88279,0,0
20,45615,73223,1,0
23,27712,22346,0,0
40,88066,67424,0,0
27,54188,3999,1,0
22,97134,6028,0,0
27,3035,15293,0,0
30,36989,3496,1,0
30,69004,43454,0,0
25,99893,41582,0,0
33,1075,49531,0,0
40,75003,26177,0,0
26,97025,60676,1,1
23,43570,25918,0,0
23,49978,52726,0,0
38,45858,61974,1,0
40,33929,51624,0,0
21,15712,91902,0,0
34,17428,81904,0,0
33,50331,71029,0,0
32,89297,85925,1,0
27,39458,88851,1,0
22,24235,98594,1,0
25,64802,98136,1,1
28,89332,5289,0,0
22,40679,79329,1,0
30,35151,22624,0,0
35,45698,48494,1,0
27,8261,98515,1,0
38,20058,44613,1,0
30,53386,68553,0,0
23,72566,75746,1,1
25,67846,29601,1,0
24,28835,63509,1,0
24,60660,79481,0,0
39,89799,54775,1,0
27,69719,21867,1,0
27,64256,26103,0,0
21,56289,64411,1,1
21,25643,20609,1,0
21,57182,48317,0,0
21,87368,38876,0,0
21,31359,48846,0,0
29,91122,79681,1,1
39,22220,74561,1,0
27,1283,62370,1,0
36,47945,18627,0,0
29,38861,43214,1,0
40,39655,9627,0,0
34,38328,87918,1,0
27,81941,26347,0,0
24,19034,84026,0,0
30,41916,70889,0,0
22,40162,69209,1,0
33,4410,27568,0,0
33,37333,35523,0,0
21,24990,12852,1,0
33,94109,75669,1,0
36,41144,42282,0,0
30,36778,85973,1,0
25,43527,3307,0,0
20,47652,51382,0,0
23,80849,67511,1,1
21,48475,79716,1,0
20,65720,33013,1,0
20,1134,93987,1,0
34,18393,41156,0,0
23,87217,86802,1,1
21,32163,89107,1,0
36,36334,92406,0,0
38,78581,8442,0,0
25,37653,16171,1,0
32,82995,55805,1,0
32,57629,19374,1,0
34,85276,18787,1,0
28,65442,91228,1,1
38,24232,11935,0,0
28,66224,53273,0,0
30,73847,19313,0,0
33,87522,11558,0,0
28,61555,71948,1,1
24,35209,79190,0,0
21,45750,65173,1,0
34,60281,18633,0,0
28,15059,4756,0,0
36,45628,45092,1,0
30,68052,69870,0,0
22,89244,46086,1,1
32,67751,28393,0,0
37,18927,21542,1,0
23,43923,66699,1,0
33,20664,66979,0,0
34,42109,99482,1,0
25,34708,56475,0,0
21,85217,64350,0,0
27,13642,94128,0,0
26,65760,88905,1,1
35,40134,84223,1,0
22,66683,46316,0,0
31,98413,83705,0,0
29,28600,79477,0,0
34,19089,89157,0,0
23,24200,28455,0,0
33,68144,33232,1,0
31,74225,4818,0,0
38,2861,89625,0,0
37,27748,15216,0,0
32,99958,22148,1,0
35,31358,28694,0,0
20,94517,60348,1,1
26,28907,51020,1,0
32,98674,2520,0,0
23,71150,32958,1,0
29,80002,72694,0,0
31,98519,60105,0,0
23,8200,28117,0,0
28,40588,40398,1,0
26,72115,44832,0,0
40,77779,8251,0,0
32,3620,54306,0,0
26,73365,31248,1,0
33,98812,48836,1,0
36,96689,15262,0,0
37,50112,70972,0,0
21,82071,53385,0,0
34,17014,67736,1,0
33,15912,89413,1,0
37,71732,58986,1,0
25,45916,33818,1,0
40,36167,23435,0,0
30,57710,17719,0,0
28,30792,54641,0,0
23,30505,86248,0,0
30,96180,20484,1,0
30,91323,19234,0,0
27,60981,79723,1,1
40,77108,86849,1,0
30,19666,29198,1,0
39,11602,99668,0,0
28,44999,98690,0,0
39,87887,25583,0,0
35,78233,10021,1,0
21,93038,24928,0,0
30,65946,63272,0,0
20,72894,88691,1,1
37,30047,65254,1,0
39,30474,16174,0,0
37,44537,10947,0,0
35,29196,41560,1,0
29,51848,72540,1,1
33,89893,42932,0,0
38,7753,29552,0,0
21,79154,51065,1,1
39,9553,68192,0,0
36,58532,97542,0,0
23,4227,39509,1,0
34,36937,68009,0,0
38,57780,94400,0,0
21,45410,12709,0,0
38,85588,71641,0,0
26,31101,25912,0,0
21,42980,77195,1,0
39,89483,98667,0,0
30,92024,31016,0,0
38,45314,24647,1,0
37,26177,96507,0,0
30,78525,34565,1,0
32,49348,33739,0,0
29,78310,63469,1,1
24,10276,68817,0,0
27,6221,86200,0,0
31,59450,78125,1,0
25,31410,59461,0,0
26,62762,98806,0,0
24,92132,55851,0,0
29,59030,70772,0,0
35,47298,4451,1,0
30,26325,29156,1,0
31,15656,61832,0,0
30,79053,16996,1,0
26,41461,48640,0,0
38,63947,5664,1,0
33,88454,74578,0,0
31,32803,37608,1,0
38,76893,63958,1,0
26,69345,88431,0,0
40,49535,5399,0,0
22,90009,63845,0,0
29,64173,2080,0,0
39,22320,91839,1,0
23,34727,68282,1,0
38,52324,63908,1,0
33,33527,95690,1,0
37,4480,46088,0,0
34,76245,97692,0,0
23,26427,9373,1,0
25,46587,78575,1,0
21,43403,59263,0,0
25,17550,60048,0,0
21,59165,95783,0,0
39,30657,28965,1,0
23,24298,78148,0,0
29,44013,27187,1,0
25,26168,82838,0,0
30,59872,75819,0,0
22,40800,22881,0,0
24,7931,55060,1,0
36,66874,53665,1,0
23,58594,95714,0,0
35,98763,49713,0,0
30,36770,86621,1,0
35,8077,48332,1,0
20,53284,13164,1,0
36,80260,81294,0,0
26,65891,4903,1,0
20,57817,15371,0,0
22,76295,44708,0,0
37,95875,21339,0,0
39,2375,8188,1,0
24,99372,47655,0,0
32,22767,31211,0,0
38,60924,42095,1,0
26,31491,9457,0,0
20,97688,87123,1,1
37,20640,37316,0,0
21,32653,98900,0,0
38,72313,30891,1,0
31,53704,67971,1,0
24,27179,22663,0,0
24,14208,30128,1,0
39,7991,71410,1,0
23,52173,43644,0,0
37,60292,37504,1,0
38,44969,18633,0,0
20,42967,95044,0,0
23,75980,43022,0,0
21,45270,72607,0,0
26,23877,76020,0,0
23,31527,48255,1,0
32,40420,44561,0,0
28,20519,14282,1,0
21,94612,77960,1,1
24,77308,25250,1,0
40,13195,81884,0,0
30,89411,87145,1,0
36,52165,52108,0,0
40,29730,81414,0,0
32,82684,22272,1,0
29,55243,73726,1,1
40,15160,18100,0,0
22,99112,12605,1,0
40,56133,13466,1,0
35,81156,51637,0,0
39,11087,5949,0,0
25,49786,86797,0,0
26,97227,69908,1,1
39,77156,19970,0,0
30,7633,58396,0,0
36,52551,14537,0,0
23,90611,69693,0,0
40,60665,37688,0,0
37,24968,80109,0,0
37,2759,55858,1,0
24,65785,55151,1,1
38,35610,90163,0,0
37,91097,18363,1,0
24,22148,20624,1,0
40,3775,5676,0,0
21,93765,33281,0,0
25,27420,28451,1,0
36,54881,97253,0,0
20,22380,32768,1,0
28,34508,81550,0,0
37,64583,62237,0,0
33,33999,37760,0,0
39,82998,30697,1,0
23,6612,62256,1,0
29,32220,6067,0,0
32,41096,67890,1,0
24,76803,18256,1,0
33,75809,99085,1,0
26,77748,59071,1,1
29,17817,90975,1,0
27,11702,32139,0,0
22,79209,12181,0,0
23,6634,1040,0,0
32,33517,59767,0,0
35,37606,14807,1,0
34,18420,99585,1,0
38,12404,69884,1,0
39,45936,82137,1,0
31,22159,54251,1,0
37,85108,71462,1,0
37,71054,85389,0,0
38,87654,42463,1,0
23,84263,32795,1,0
29,23031,62221,0,0
37,63279,18475,0,0
20,65487,87369,1,1
36,4335,13027,0,0
27,2620,15497,1,0
39,79372,29624,1,0
26,16253,77593,0,0
32,79261,54653,1,0
38,29924,28764,1,0
38,71302,95891,1,0
32,94824,44894,0,0
21,54074,97330,1,1
31,67306,22657,1,0
40,74603,57334,1,0
21,68857,11511,0,0
34,55197,71693,1,0
38,82585,45709,1,0
32,10967,61824,1,0
37,60446,53013,0,0
39,56435,86914,1,0
33,71287,79703,1,0
39,37494,38984,1,0
23,43699,80370,0,0
35,18641,26019,0,0
35,44074,13699,1,0
33,11227,46484,1,0
20,43754,29298,1,0
38,44351,15682,1,0
28,48823,46964,1,0
32,45319,49422,0,0
31,19323,67577,1,0
31,5922,10754,0,0
36,13347,16873,1,0
20,80350,68249,1,1
30,41316,43717,0,0
38,14524,60650,0,0
37,76645,16253,1,0
22,94532,25133,1,0
32,55676,32807,0,0
27,98432,2247,1,0
24,91792,82762,0,0
39,35036,74628,0,0
32,68209,21394,1,0
31,59392,81051,0,0
20,10440,20605,0,0
38,95385,64718,0,0
26,48140,85078,0,0
39,8965,30877,0,0
24,62508,89894,0,0
32,23718,19801,1,0
39,55434,2181,0,0
28,98798,98969,0,0
30,91156,58011,1,0
35,9148,27824,1,0
37,90489,77918,0,0
20,9333,47831,0,0
38,85415,53632,0,0
34,19595,67357,1,0
27,38140,74760,0,0
23,35005,20946,1,0
23,32638,22826,0,0
27,83365,58233,0,0
26,64210,41597,0,0
27,95422,94922,1,1
36,1179,86405,1,0
32,93919,81842,0,0
40,61702,95044,1,0
20,42827,70448,0,0
23,32511,60629,1,0
31,1076,32270,0,0
33,1517,4089,1,0
20,96452,88890,0,0
26,32974,27512,1,0
25,55970,60255,0,0
36,3882,10805,0,0
23,90932,19611,1,0
25,9962,39758,1,0
40,26455,14830,1,0
24,61827,95210,0,0
20,32034,36298,0,0
30,60736,60441,0,0
23,20843,23732,0,0
20,66690,53658,1,1
35,80026,72507,1,0
33,5944,74681,0,0
40,47795,66260,1,0
34,75936,91357,1,0
35,49004,86718,0,0
23,33843,39251,1,0
33,80373,49497,1,0
23,68109,19537,0,0
22,85871,6734,1,0
38,62705,84108,0,0
37,73761,8241,1,0
29,15795,61114,1,0
21,41513,68209,0,0
31,98596,81941,1,0
22,19798,80220,0,0
26,13932,96031,1,0
31,88692,58573,0,0
23,79561,48565,1,1
40,78487,73538,0,0
30,26928,26245,0,0
25,77825,64403,0,0
34,44156,81011,1,0
38,92945,9420,1,0
39,92887,22322,0,0
23,88955,6076,0,0
36,36375,73981,1,0
29,37969,37811,0,0
25,29908,27811,1,0
26,11556,89102,0,0
26,25129,69697,0,0
39,36223,88175,0,0
30,87898,45526,1,0
31,67783,84265,0,0
30,79939,96214,0,0
20,69516,85084,0,0
36,69380,62994,0,0
36,46911,92922,1,0
24,71931,58405,0,0
29,21874,95304,1,0
38,49888,62918,0,0
27,29310,18332,1,0
24,52338,13906,0,0
21,83327,89541,1,1
38,73495,38499,1,0
20,47881,92226,0,0
40,68976,51043,1,0
28,75683,20507,0,0
39,62323,22353,1,0
24,42562,22242,0,0
32,46122,42386,1,0
33,66543,2943,1,0
40,43042,89432,1,0
21,32812,58257,1,0
40,59197,40518,1,0
30,8242,19616,0,0
38,58250,8384,1,0
30,60839,28010,0,0
23,96712,81637,0,0
21,97847,52696,0,0
40,59884,40880,0,0
39,97999,3046,1,0
25,97399,14955,0,0
27,97435,48411,0,0
23,42400,26466,1,0
27,38074,87492,1,0
29,74308,72784,1,1
37,68542,72130,0,0
28,37852,62610,0,0
34,97877,68095,0,0
34,46655,9696,1,0
24,4238,41073,1,0
34,83072,94397,1,0
32,96202,36721,1,0
38,95771,15361,1,0
29,45169,69109,0,0
35,7870,8587,1,0
20,11676,78042,1,0
25,57307,40338,0,0
31,93917,13638,0,0
30,96061,54901,1,0
23,38120,94658,1,0
29,10336,4777,0,0
38,57123,72988,1,0
26,72778,26582,1,0
36,63012,48497,0,0
23,49176,10012,1,0
38,89819,49127,1,0
22,59363,7736,1,0
35,36665,96998,0,0
34,16543,2413,0,0
24,3380,61811,0,0
37,71481,7704,0,0
32,69411,46656,1,0
24,84039,59769,0,0
30,12767,77375,1,0
25,85385,45104,1,1
35,89679,16913,1,0
35,1507,60755,0,0
20,69595,41368,1,1
38,40370,72612,0,0
20,99942,24463,0,0
22,70168,42435,0,0
24,25231,82298,1,0
27,62541,57154,1,1
23,75579,5153,0,0
31,5978,85001,1,0
32,34776,18746,0,0
27,53610,63243,0,0
35,64354,67017,1,0
33,71663,78554,0,0
31,45519,34820,0,0
30,47843,91106,0,0
21,69217,51071,1,1
40,87576,55553,0,0
39,69997,5360,1,0
21,6221,93250,1,0
29,29607,98058,0,0
25,11672,46435,1,0
24,28117,96999,1,0
24,88510,19236,0,0
26,74993,72520,0,0
25,69979,70212,1,1
25,54840,26524,1,0
37,81145,84272,0,0
34,99452,20368,0,0
29,78014,75300,1,1
37,6614,19717,1,0
38,33615,40452,0,0
35,47467,48829,1,0
32,65627,13454,0,0
24,85146,13626,1,0
33,64265,21039,0,0
37,70004,72026,1,0
27,83783,22307,1,0
20,60736,7670,0,0
26,98229,66786,1,1
31,29661,81710,0,0
32,25058,88339,0,0
21,83683,13826,0,0
38,59086,94793,1,0
36,26747,80808,1,0
40,84579,47142,1,0
28,73960,95098,1,1
39,4044,37956,1,0
34,76857,73295,0,0
28,71660,94690,1,1
27,69519,89349,0,0
33,22315,97490,1,0
37,32440,52981,0,0
29,43962,76862,0,0
28,39775,12817,0,0
27,57685,33013,1,0
31,48251,26619,0,0
30,6568,73364,1,0
28,6129,6218,1,0
24,18375,48677,0,0
36,21614,30537,0,0
23,85402,81074,0,0
28,96600,93140,1,1
33,1702,27627,1,0
36,91076,89911,0,0
32,9208,4009,1,0
40,5379,77981,0,0
35,20189,53624,0,0
36,75713,87316,1,0
34,31250,28287,0,0
40,37494,22731,1,0
39,65857,7284,0,0
39,71762,96417,1,0
35,34513,77783,1,0
24,30079,44795,1,0
32,10089,48218,1,0
30,56168,72097,1,0
26,39528,86710,1,0
30,80550,22589,0,0
38,62200,4103,1,0
35,61280,36703,0,0
33,91217,66732,1,0
27,71357,89571,0,0
33,8527,86936,0,0
39,74008,87206,1,0
37,61367,44848,1,0
30,4188,35835,0,0
25,37717,36749,0,0
32,96339,13221,1,0
29,26848,65225,0,0
32,50455,78045,0,0
34,3965,66668,0,0
31,90920,18959,0,0
31,38021,38188,0,0
39,9969,53359,1,0
33,68508,61096,1,0
34,84141,90560,0,0
23,33520,74618,1,0
30,68950,93565,1,0
40,7461,54196,0,0
20,75223,53521,1,1
23,95991,11060,1,0
34,82326,97447,0,0
40,94415,84203,0,0
37,27323,15851,0,0
22,43501,77943,1,0
30,43840,90191,0,0
31,39636,20906,1,0
39,28368,87998,0,0
30,42787,36642,0,0
34,40786,33075,1,0
34,49436,73182,0,0
24,41671,89758,0,0
35,13943,55102,1,0
29,17141,12598,1,0
28,9800,87015,1,0
21,24798,25059,0,0
27,41615,10343,1,0
21,48978,47034,0,0
26,94889,43474,0,0
23,56727,96506,1,1
32,13636,45049,0,0
37,23252,11378,1,0
39,25596,80619,1,0
39,72574,31068,1,0
22,38594,10519,0,0
39,65276,36490,0,0
35,1212,80824,1,0
32,65246,54104,1,0
32,18625,7039,0,0
27,99449,84767,0,0
28,9732,51664,0,0
25,46539,48312,1,0
23,91082,29202,1,0
27,41485,48500,0,0
39,47399,82774,1,0
37,10274,41242,0,0
39,2222,24844,0,0
20,53067,13483,1,0
40,50235,65906,1,0
38,73034,49109,1,0
22,96427,1723,0,0
34,79285,39383,0,0
37,51527,69262,0,0
23,80852,42921,0,0
26,90057,62604,0,0
37,1567,28987,1,0
30,99419,67168,0,0
20,6287,88970,0,0
30,13983,76580,1,0
36,18090,47641,1,0
21,20702,84309,0,0
31,56628,92589,1,0
35,56833,18612,1,0
26,65859,76697,1,1
39,40612,6473,1,0
20,89584,13466,1,0
24,47423,12938,1,0
23,74603,32007,0,0
29,5617,85171,0,0
28,36058,37996,1,0
23,91188,99433,0,0
31,26226,30956,0,0
32,90429,29981,0,0
34,10420,12515,1,0
20,95960,47616,0,0
26,28702,55613,1,0
20,51507,60523,0,0
30,22707,66393,0,0
36,84373,29103,0,0
31,18951,73100,1,0
20,65745,98975,1,1
32,57143,22818,1,0
40,71483,78219,1,0
40,46547,45042,1,0
30,42990,53150,1,0
40,44374,70791,1,0
27,81337,26039,1,0
32,4634,93097,1,0
40,71930,8199,1,0
28,12634,9505,1,0
31,77906,94023,1,0
27,32647,29821,0,0
22,71678,76594,0,0
20,61413,8348,1,0
38,65358,43201,0,0
32,27723,44858,1,0
38,28944,20978,1,0
37,19971,79859,0,0
26,29834,14655,0,0
40,72293,96605,1,0
27,43032,17557,0,0
24,92744,49352,0,0
37,35579,39046,1,0
20,43197,86229,1,0
29,15550,25385,0,0
39,32565,94717,1,0
27,61116,59441,1,1
39,46378,37342,0,0
31,17911,45999,1,0
39,41929,8722,1,0
24,23560,84548,1,0
25,25719,82241,0,0
29,50608,68458,1,1
27,90801,41955,0,0
40,37220,54728,1,0
40,62719,98160,0,0
27,47576,65479,0,0
38,71599,36497,1,0
32,81346,23626,0,0
36,60093,84080,1,0
20,99527,95422,1,1
22,13828,66305,0,0
21,84935,46025,1,1
26,37132,28104,1,0
39,44605,92403,1,0
38,23406,5057,0,0
36,16131,60653,1,0
38,59288,30803,1,0
31,96569,25844,0,0
35,62423,3131,0,0
29,9976,65197,1,0
29,29630,59264,0,0
23,52155,3445,1,0
29,90581,37713,1,0
29,84213,39441,0,0
29,86982,74973,1,1
33,17978,55947,1,0
40,30946,40276,1,0
39,75197,95284,1,0
38,91434,48869,1,0
28,47838,41464,0,0
34,91406,56995,0,0
22,10759,39174,1,0
22,93672,47740,1,1
30,28839,8358,0,0
28,72389,74920,0,0
29,27846,32592,1,0
29,8402,43317,0,0
37,5555,64219,0,0
36,39308,20772,0,0
24,60107,19643,0,0
21,32474,68211,0,0
25,70340,81375,1,1
35,24665,97557,1,0
34,49642,98768,0,0
29,88315,93610,0,0
33,31051,15248,0,0
31,71589,97362,1,0
33,7303,15779,0,0
29,59540,66662,0,0
24,75060,77382,0,0
34,60703,34564,0,0
26,23931,22768,0,0
23,22970,35821,0,0
24,5466,61047,1,0
20,87852,10204,1,0
35,45890,83427,0,0
22,97917,55057,1,1
22,77974,2855,0,0
39,14774,24613,0,0
31,32414,19737,0,0
23,30847,17585,0,0
38,33079,20918,1,0
28,38293,69312,1,0
39,70723,65989,0,0
30,32690,91917,0,0
34,10981,71844,1,0
37,73614,70329,0,0
35,51605,73052,0,0
20,59327,39291,1,0
21,79385,65593,1,1
32,61363,43697,1,0
37,59950,46203,1,0
21,46977,47273,1,0
36,90086,31021,0,0
24,15436,2843,1,0
38,98451,66463,1,0
31,15488,42407,1,0
27,47606,12715,1,0
28,36339,38376,1,0
40,28399,3296,1,0
35,81631,33382,0,0
20,75160,24964,1,0
32,38833,87535,0,0
34,84733,64318,0,0
33,32014,52579,1,0
38,14187,16566,1,0
24,94042,24979,0,0
31,21747,42553,0,0
37,31709,24662,0,0
30,52137,31022,1,0
23,87785,38078,1,0
25,67197,6429,1,0
24,10622,84492,1,0
30,7705,32692,1,0
27,80118,35417,1,0
24,14240,3064,1,0
30,53934,36644,0,0
36,94914,1979,1,0
35,21390,24865,1,0
36,78488,35037,0,0
26,99659,35584,1,0
22,2863,2773,1,0
23,48149,30884,1,0
20,86733,53467,0,0
21,30551,13756,0,0
23,96330,18090,0,0
23,76896,93191,0,0
28,30050,67502,0,0
40,64986,19216,0,0
40,95586,17837,1,0
24,40485,29023,1,0
31,14258,36450,0,0
23,2820,24299,1,0
29,62104,99102,1,1
40,95814,9824,1,0
30,63992,51640,0,0
22,55694,29168,1,0
32,25733,57449,0,0
21,63497,57210,1,1
34,90596,14260,0,0
23,5931,97369,0,0
38,92063,10402,1,0
33,32556,36148,0,0
24,68410,72786,0,0
36,51664,74674,1,0
27,89470,36097,0,0
24,2602,32001,0,0
33,88138,96692,0,0
24,40684,36778,1,0
27,72648,23270,0,0
20,22323,34411,1,0
35,84018,22408,1,0
40,70733,52265,1,0
32,27302,35482,1,0
40,91043,85373,1,0
32,45524,67946,0,0
35,28061,61503,0,0
34,5025,90910,0,0
33,47427,94609,0,0
21,47521,27006,0,0
37,49152,52146,0,0
29,61836,27685,1,0
24,48987,41930,0,0
20,51427,29370,0,0
38,17137,64807,1,0
26,58827,2959,0,0
28,87508,57550,1,1
22,82462,33152,1,0
29,94001,15302,1,0
39,2964,2807,1,0
20,66032,36313,1,0
35,72072,72703,1,0
28,59562,38270,1,0
20,8709,70011,0,0
38,99841,57572,0,0
24,54568,59246,1,1
30,58018,76812,0,0
26,8054,70333,1,0
28,10032,85530,0,0
28,45349,89367,0,0
20,31588,7519,0,0
22,89293,42710,1,1
29,80269,9921,1,0
27,85575,82847,1,1
39,24703,18089,0,0
36,1184,53380,0,0
34,23076,22188,1,0
33,99745,91383,1,0
22,43136,44030,1,0
40,15841,8356,0,0
20,74735,32737,1,0
23,83898,65746,1,1
35,4896,72925,0,0
30,71802,57352,1,0
26,40855,76145,0,0
25,32533,24624,1,0
37,25483,68041,0,0
39,62137,38667,1,0
28,67322,80574,1,1
26,4821,13671,1,0
36,13032,6942,1,0
29,97895,74267,0,0
31,26175,41485,1,0
35,75095,27479,1,0
40,15498,48358,0,0
40,90018,31557,1,0
25,1841,8287,1,0
22,4242,94478,1,0
30,73603,96721,1,0
38,28658,8850,1,0
22,49091,76378,0,0
25,19914,3530,0,0
32,69727,43479,0,0
27,4111,51864,0,0
26,23853,86804,0,0
23,50384,68107,0,0
39,11630,48601,0,0
29,93386,54529,0,0
26,94409,40486,0,0
37,67699,66080,1,0
34,90506,7922,0,0
36,43004,38446,1,0
30,42078,2366,1,0
40,62615,42503,0,0
28,41868,67644,1,0
31,39759,3109,1,0
21,91945,97073,0,0
21,44274,46173,1,0
31,52606,68648,0,0
35,44878,69450,0,0
25,39944,90287,1,0
24,36537,35375,1,0
36,54753,2835,1,0
31,47181,38845,0,0
22,51659,55985,0,0
40,85485,5752,0,0
23,94735,58239,0,0
29,40789,84950,0,0
39,79959,32110,0,0
36,29478,97503,1,0
21,18626,70930,0,0
29,78368,38163,1,0
20,66700,15317,0,0
35,11553,83835,1,0
32,8645,96578,1,0
32,38056,5311,1,0
24,35347,46685,1,0
27,41617,84943,0,0
30,45605,99580,0,0
33,9003,48409,1,0
40,33223,37865,0,0
27,73282,93546,0,0
32,76001,25989,0,0
20,43797,20744,0,0
31,30054,71420,0,0
40,25881,26672,0,0
36,83508,92521,0,0
34,35913,96145,1,0
35,73461,89617,1,0
31,10219,72976,0,0
20,20816,59945,0,0
32,79172,61847,1,0
26,70042,70722,1,1
30,26687,63985,1,0
30,47477,69871,0,0
34,69841,86228,0,0
38,75159,24560,0,0
21,3461,24817,0,0
20,69418,35036,0,0
34,54694,56407,0,0
29,96351,9062,1,0
27,33668,70943,1,0
27,8327,38096,0,0
36,75049,80358,1,0
36,35127,31847,1,0
25,12942,62944,1,0
