AOD,narration,cummulative_credit_amount,Output
83,1,537701,1
95,0,377611,0
80,1,836360,1
86,0,85667,0
94,0,866814,0
100,1,678618,0
100,0,645087,0
97,1,338992,0
86,0,85089,0
85,0,847474,0
95,1,214650,0
92,1,183247,0
87,1,506246,1
90,1,60242,0
99,0,360772,0
90,1,902742,0
95,0,186964,0
92,0,163095,0
90,0,801394,0
83,1,433077,0
98,1,465934,0
92,0,802948,0
96,1,233680,0
99,1,336622,0
85,0,59956,0
90,0,42605,0
87,0,853956,0
95,1,349258,0
94,1,223603,0
85,0,450050,0
84,0,303170,0
86,0,224809,0
86,1,727792,1
90,0,976204,0
82,0,614563,0
95,0,785588,0
89,1,664396,1
82,1,810509,1
98,0,703044,0
91,0,3183,0
88,0,952656,0
100,0,302247,0
93,0,251470,0
86,1,556240,1
95,1,258025,0
96,1,570744,0
87,0,359997,0
93,1,745376,0
80,0,616053,0
82,1,446481,0
93,1,724973,0
100,0,941889,0
91,1,911982,0
88,0,904981,0
100,0,876662,0
92,1,648896,0
83,1,102299,0
91,0,841268,0
98,1,928014,0
91,0,957151,0
96,0,680067,0
99,1,299927,0
96,0,966863,0
92,1,768092,0
84,1,57363,0
96,1,721430,0
100,1,953323,0
92,0,868657,0
88,1,353733,0
98,1,700330,0
97,0,121624,0
96,1,406527,0
87,0,903314,0
90,0,868047,0
82,0,398269,0
92,1,784144,0
81,0,923135,0
86,1,321476,0
92,0,902050,0
87,1,312644,0
100,1,900175,0
81,0,164175,0
86,1,247295,0
81,0,663733,0
93,0,570138,0
86,0,787063,0
95,1,786764,0
100,1,995011,0
92,0,851346,0
93,1,659384,0
83,1,628006,1
81,1,189928,0
100,0,574272,0
91,1,389007,0
87,1,854092,1
80,0,851655,0
100,0,575436,0
97,1,320593,0
88,0,329501,0
80,1,88001,0
98,0,981876,0
96,0,500617,0
97,1,403372,0
93,0,135733,0
97,0,491880,0
91,0,854675,0
84,0,391928,0
80,1,959350,1
88,0,718766,0
84,1,829947,1
84,0,815445,0
84,1,695876,1
91,1,774745,0
89,0,691846,0
91,1,569882,0
81,1,555610,1
88,1,165924,0
86,1,545642,1
80,1,339198,0
82,1,110171,0
95,1,125445,0
88,0,553417,0
97,0,905697,0
98,1,386237,0
95,0,135240,0
93,0,569743,0
98,1,501229,0
87,1,758764,1
86,0,413025,0
98,0,257045,0
98,0,837537,0
89,0,971518,0
90,1,66303,0
86,0,421080,0
97,0,135583,0
94,0,890129,0
96,1,540067,0
87,0,655858,0
93,1,262492,0
88,0,202041,0
85,1,940585,1
93,0,436412,0
83,0,140118,0
90,0,429978,0
98,1,777227,0
89,0,598284,0
84,1,94857,0
95,1,992948,0
92,1,336504,0
81,1,370567,0
83,1,240509,0
91,0,251965,0
87,1,997640,1
85,1,356869,0
89,1,664157,1
99,1,216448,0
98,1,355244,0
88,1,601196,1
90,0,558368,0
99,0,698888,0
93,0,391481,0
87,0,859599,0
98,0,496268,0
99,1,290007,0
90,0,669827,0
96,0,110723,0
91,1,556987,0
83,0,125293,0
98,1,888947,0
89,0,732091,0
95,1,623573,0
84,1,448283,0
98,0,313834,0
94,1,372236,0
88,1,25138,0
98,1,752474,0
80,1,675344,1
89,0,751208,0
85,0,546957,0
92,0,598469,0
100,0,113042,0
89,1,308078,0
98,1,173683,0
86,1,275229,0
92,1,712015,0
87,1,544254,1
92,1,499246,0
85,0,973687,0
89,1,417269,0
80,1,755419,1
98,1,780148,0
84,1,109769,0
91,0,778440,0
95,0,806080,0
93,0,526766,0
90,0,792733,0
92,0,709266,0
96,0,532589,0
86,1,88010,0
91,0,558381,0
98,0,836880,0
96,0,533724,0
92,0,771051,0
82,0,281660,0
98,0,224148,0
86,1,650213,1
86,1,419775,0
92,0,74736,0
89,1,328897,0
86,1,502453,1
92,0,437728,0
94,1,317562,0
82,0,955457,0
92,0,966750,0
91,0,770896,0
83,1,908322,1
95,1,900658,0
81,1,71186,0
84,1,474005,0
92,1,966087,0
98,1,710822,0
97,0,578634,0
100,1,171457,0
80,1,459876,0
83,1,646921,1
94,1,574372,0
97,1,981298,0
100,1,450367,0
83,0,672826,0
91,0,171882,0
100,0,129329,0
98,1,322952,0
90,1,759427,0
91,0,167434,0
90,0,444178,0
100,0,969809,0
90,1,836043,0
88,0,988472,0
89,0,181309,0
94,1,502042,0
82,0,61391,0
80,0,835695,0
94,1,192151,0
93,0,421931,0
81,1,362856,0
100,1,583662,0
86,1,562205,1
83,1,201206,0
95,0,292486,0
90,0,901104,0
89,0,429275,0
99,0,937494,0
100,0,256052,0
96,1,59012,0
86,0,131095,0
96,1,887082,0
83,1,587434,1
95,1,476410,0
86,1,650025,1
95,0,396017,0
99,1,779982,0
98,0,578948,0
87,0,629685,0
92,0,921717,0
95,1,910282,0
87,0,864824,0
84,0,487642,0
91,0,480835,0
97,0,723767,0
96,0,156489,0
84,0,777922,0
81,0,991374,0
91,0,924580,0
83,0,173275,0
100,0,986578,0
91,1,84693,0
85,1,496429,0
94,0,94038,0
83,1,733217,1
90,0,584898,0
80,0,737956,0
85,0,260444,0
83,1,36606,0
86,0,245379,0
92,0,800047,0
97,1,979355,0
98,0,156472,0
81,0,322749,0
93,0,982829,0
86,0,69166,0
86,0,901468,0
82,1,931503,1
84,0,825506,0
97,0,450652,0
82,1,852043,1
96,0,402067,0
89,0,961214,0
84,1,402656,0
90,0,663200,0
99,1,850830,0
81,1,204719,0
95,0,871075,0
83,1,801788,1
88,0,452593,0
82,1,563705,1
91,1,95597,0
83,1,533890,1
92,0,606872,0
98,1,685579,0
96,1,12504,0
93,0,616657,0
100,0,565658,0
81,0,526041,0
85,0,3766,0
94,1,28193,0
80,0,774969,0
95,0,173513,0
85,1,9775,0
93,0,111650,0
86,1,234235,0
87,0,993151,0
82,0,620222,0
100,1,537706,0
93,0,926130,0
94,1,853926,0
85,0,441970,0
96,0,101278,0
84,0,37103,0
93,0,256834,0
89,1,617245,1
95,0,251219,0
94,1,603294,0
80,1,710382,1
92,0,335783,0
82,0,975474,0
89,1,672645,1
85,0,281677,0
97,1,112620,0
86,0,67371,0
95,0,939930,0
96,0,267737,0
82,0,485847,0
81,1,761431,1
88,0,952282,0
82,1,503831,1
89,1,603295,1
90,1,36551,0
90,0,807899,0
92,1,418792,0
88,0,850108,0
83,0,109329,0
87,0,597195,0
94,0,791856,0
85,1,228657,0
99,1,198547,0
89,1,373084,0
83,0,966555,0
95,0,313558,0
100,0,5441,0
94,1,581815,0
94,1,485638,0
99,1,944572,0
81,0,764840,0
89,0,16069,0
82,1,81161,0
88,0,21265,0
95,0,875335,0
100,1,905260,0
88,1,752368,1
91,1,441188,0
95,1,373705,0
85,1,527847,1
81,0,504431,0
86,0,900928,0
84,0,316982,0
98,1,966784,0
90,1,669949,0
82,1,872592,1
100,1,297569,0
89,0,80737,0
90,1,549637,0
89,0,832374,0
88,1,457552,0
94,1,462648,0
99,0,122167,0
82,0,52679,0
80,0,424569,0
94,1,120405,0
92,0,838082,0
83,1,785512,1
96,0,825103,0
99,1,649777,0
83,0,771850,0
96,1,643926,0
86,0,301859,0
86,1,930760,1
95,0,671570,0
91,1,247717,0
88,0,279277,0
82,1,609226,1
90,1,310176,0
92,0,751490,0
94,1,324042,0
81,0,53997,0
99,0,389672,0
93,0,14273,0
99,0,907311,0
95,0,466468,0
83,1,594947,1
83,1,180145,0
94,0,399385,0
80,1,402671,0
95,1,595507,0
81,1,414740,0
99,0,705427,0
95,0,412273,0
97,0,303467,0
100,1,707328,0
98,1,44045,0
80,1,765114,1
80,1,955953,1
88,1,744971,1
86,1,948540,1
99,0,984640,0
89,0,342406,0
86,1,493441,0
100,0,522145,0
87,0,304818,0
87,0,26237,0
100,1,934863,0
85,0,314050,0
86,0,405433,0
100,0,729385,0
86,0,905502,0
82,0,802829,0
84,1,294488,0
85,1,5215,0
92,1,929193,0
95,0,665767,0
100,0,175699,0
91,1,517808,0
99,0,877044,0
83,1,416309,0
100,1,766255,0
89,0,552942,0
88,0,3566,0
85,1,775892,1
86,1,952515,1
81,1,602777,1
99,1,916805,0
92,1,101361,0
97,1,819705,0
82,0,802918,0
84,0,541522,0
92,1,351101,0
84,0,423078,0
88,1,143183,0
100,1,384267,0
82,0,578368,0
88,1,961534,1
86,1,122026,0
93,0,768669,0
98,0,234059,0
82,0,934603,0
93,0,124113,0
86,1,90920,0
96,0,581792,0
84,1,136952,0
93,1,278659,0
91,1,743500,0
92,0,875192,0
93,0,569798,0
85,1,345951,0
93,1,199929,0
97,0,706159,0
81,1,976567,1
98,1,357732,0
90,0,618651,0
99,1,730094,0
89,0,607837,0
92,1,141949,0
97,0,46644,0
84,1,64677,0
83,1,435996,0
90,0,732615,0
94,0,990138,0
84,0,906157,0
94,0,504363,0
88,0,515030,0
99,0,576347,0
80,0,649380,0
89,1,338026,0
94,1,852343,0
87,0,954263,0
100,0,28628,0
86,1,882022,1
100,1,3835,0
82,1,489623,0
84,1,849222,1
97,0,564224,0
89,1,295601,0
90,1,715398,0
82,1,314891,0
85,1,93472,0
88,0,862445,0
81,1,27690,0
93,0,88378,0
91,1,781100,0
87,0,115683,0
95,1,927917,0
100,1,898988,0
91,1,636118,0
86,1,514243,1
83,0,129937,0
94,1,898120,0
94,0,222599,0
90,0,153556,0
99,1,571987,0
91,0,190341,0
98,1,421558,0
99,0,811751,0
80,0,120274,0
94,1,547511,0
80,0,210040,0
99,1,830423,0
81,1,733397,1
95,0,374688,0
94,0,663334,0
83,1,87764,0
85,1,873073,1
96,0,362466,0
98,1,66162,0
90,1,662911,0
100,1,473347,0
85,0,543266,0
98,0,219502,0
97,0,148501,0
100,1,180137,0
93,0,181701,0
88,0,675061,0
86,0,176202,0
99,0,278746,0
80,0,924641,0
83,1,29621,0
95,0,457082,0
80,0,660078,0
83,0,199382,0
88,0,640209,0
86,1,644250,1
87,0,546702,0
100,1,712062,0
93,1,796522,0
100,0,919072,0
91,0,667120,0
97,0,990008,0
100,0,932619,0
92,1,590601,0
95,1,117173,0
84,1,398123,0
97,1,66000,0
98,1,33561,0
95,1,540907,0
98,0,240914,0
96,1,720099,0
84,1,474337,0
81,0,980244,0
100,0,300276,0
99,1,843158,0
88,0,401280,0
88,1,398204,0
89,0,182077,0
86,0,216241,0
81,0,539615,0
85,0,821859,0
100,1,880728,0
81,1,110518,0
87,1,70430,0
97,1,960766,0
96,1,713332,0
97,1,188264,0
98,1,769519,0
89,1,543312,1
94,1,398006,0
94,1,273866,0
82,0,370447,0
81,1,968201,1
90,1,980740,0
100,1,571548,0
94,0,250910,0
89,0,214331,0
100,0,93445,0
94,1,980399,0
96,0,187930,0
80,0,875472,0
96,1,841565,0
95,1,919878,0
87,0,267061,0
80,0,324562,0
87,1,578692,1
84,1,701346,1
88,1,761807,1
98,1,113899,0
87,0,953449,0
82,1,850915,1
86,1,721054,1
96,1,380673,0
82,1,23771,0
87,0,575666,0
93,1,30404,0
83,0,598832,0
85,1,906268,1
97,0,304771,0
100,1,721497,0
84,1,487793,0
100,0,364743,0
96,0,765007,0
89,0,333191,0
84,0,742564,0
87,0,447051,0
98,0,326172,0
84,0,906257,0
81,1,704383,1
82,1,219854,0
88,1,734487,1
87,0,345494,0
100,1,977690,0
98,1,49508,0
99,0,978772,0
81,1,547958,1
87,0,341825,0
92,1,57326,0
93,0,356704,0
82,0,432772,0
89,1,219555,0
81,1,276654,0
93,1,266078,0
97,0,685643,0
86,1,389918,0
98,0,668733,0
98,1,81038,0
91,0,538940,0
99,1,33668,0
99,1,200136,0
81,0,656632,0
98,0,554121,0
95,0,331098,0
84,0,7631,0
95,0,523045,0
82,1,725806,1
92,0,967780,0
86,0,683314,0
97,0,769775,0
98,1,888262,0
89,1,9868,0
99,1,434324,0
93,1,871910,0
82,0,239020,0
86,0,395598,0
97,1,791774,0
88,1,517282,1
100,1,803874,0
99,1,615967,0
99,0,212342,0
80,0,139509,0
98,0,345754,0
92,0,365588,0
81,0,705279,0
81,0,454882,0
80,0,76627,0
99,0,626216,0
83,0,814110,0
80,1,286271,0
85,0,131653,0
93,1,230700,0
86,1,259975,0
86,0,197992,0
80,0,935239,0
94,1,765618,0
100,0,113728,0
96,1,768843,0
92,0,127964,0
88,0,284247,0
91,0,73895,0
94,0,256155,0
92,1,801378,0
80,0,146071,0
91,1,796039,0
90,1,751315,0
88,0,287246,0
94,0,530246,0
90,0,559049,0
98,0,785619,0
92,0,518509,0
92,0,211423,0
95,0,832153,0
92,0,626172,0
86,1,439239,0
96,1,281960,0
93,1,565893,0
89,1,338537,0
98,0,629621,0
88,1,120135,0
80,1,665811,1
82,0,206851,0
83,0,261715,0
81,0,133633,0
97,1,109019,0
92,0,947656,0
98,0,492391,0
86,1,233186,0
91,1,751844,0
100,0,621357,0
83,0,17391,0
100,0,97475,0
95,1,920931,0
97,1,842129,0
96,0,623261,0
91,1,783384,0
80,1,374860,0
83,1,875967,1
93,1,605907,0
97,1,879744,0
97,1,671763,0
89,0,22062,0
96,0,563415,0
96,1,661812,0
85,0,346814,0
92,1,759785,0
83,1,886704,1
86,1,185241,0
96,1,50445,0
96,1,694303,0
83,0,676766,0
86,0,879157,0
100,1,344122,0
99,1,50980,0
90,1,744824,0
94,1,949419,0
93,1,171998,0
88,1,807341,1
85,0,801310,0
88,1,939000,1
85,1,901612,1
96,1,713754,0
84,1,735626,1
98,1,910488,0
93,0,198479,0
95,1,725706,0
80,0,760541,0
94,0,463732,0
85,1,954689,1
87,0,350242,0
100,0,71125,0
84,1,834687,1
83,0,534860,0
93,0,433411,0
92,0,817381,0
97,1,903471,0
87,0,81749,0
95,1,475371,0
96,1,350794,0
92,0,830476,0
99,1,300030,0
95,1,882341,0
99,0,564858,0
92,1,553149,0
88,0,217844,0
95,1,449352,0
83,1,402520,0
82,0,269406,0
92,1,36203,0
95,0,697019,0
96,1,314791,0
87,0,111735,0
95,1,406582,0
96,1,393825,0
90,1,678307,0
93,1,972387,0
82,0,754209,0
82,0,366541,0
90,1,970302,0
94,0,151582,0
95,1,451511,0
97,0,6854,0
100,1,922510,0
80,0,419050,0
83,0,655769,0
91,1,468886,0
86,1,824019,1
87,0,878443,0
90,0,279623,0
99,1,9391,0
93,0,42440,0
90,1,990596,0
82,1,576580,1
95,1,501070,0
87,1,350304,0
89,0,443870,0
88,1,501052,1
86,1,402140,0
98,0,474328,0
93,0,300869,0
98,1,51008,0
95,0,601557,0
80,1,79879,0
83,0,643563,0
87,1,443051,0
96,0,944138,0
81,0,543218,0
87,1,990891,1
96,1,378943,0
88,1,705570,1
80,1,386927,0
94,1,375948,0
85,1,334733,0
86,0,103730,0
83,1,216813,0
82,0,295394,0
98,1,788558,0
86,0,721970,0
87,0,905471,0
85,0,507013,0
95,0,307358,0
91,0,769421,0
84,0,641099,0
96,0,390949,0
87,1,107462,0
90,0,483381,0
97,0,203002,0
94,0,748720,0
90,0,994570,0
95,1,459948,0
94,1,277964,0
92,1,724385,0
97,0,236771,0
98,0,729645,0
81,0,825045,0
82,0,598096,0
96,1,395671,0
97,0,801914,0
92,1,759544,0
87,1,151113,0
100,1,994231,0
100,0,473290,0
96,0,465069,0
86,1,919648,1
99,1,323544,0
91,1,282081,0
81,1,225390,0
91,0,74825,0
95,1,980885,0
94,0,871558,0
89,1,473949,0
92,0,464844,0
89,1,466579,0
90,0,773887,0
84,0,998042,0
85,0,159080,0
92,0,635119,0
97,0,400996,0
91,0,183169,0
93,0,841482,0
99,0,294722,0
95,0,153842,0
81,0,962515,0
93,1,588447,0
89,0,740644,0
88,1,195063,0
89,1,1253,0
84,0,252409,0
97,0,645954,0
97,1,485981,0
91,0,727181,0
95,1,545942,0
92,1,71583,0
84,1,434564,0
84,0,892054,0
87,1,52142,0
93,1,966780,0
82,0,845961,0
99,1,278193,0
80,1,355300,0
87,0,972540,0
97,1,328234,0
81,0,381810,0
89,1,20603,0
90,1,952798,0
91,0,146056,0
95,0,255667,0
89,0,191234,0
88,0,592764,0
100,1,457952,0
88,0,156855,0
96,1,650571,0
80,1,319501,0
83,0,313799,0
83,0,130182,0
100,1,166992,0
85,1,169980,0
81,1,358772,0
93,0,73181,0
96,1,611182,0
93,0,75110,0
85,0,274004,0
90,0,259766,0
93,0,94660,0
91,1,349009,0
87,0,957312,0
91,0,943575,0
97,1,493055,0
95,0,497853,0
92,0,370040,0
96,1,346963,0
84,0,713702,0
100,1,218568,0
89,0,122777,0
83,1,623877,1
85,0,423166,0
83,1,645383,1
83,1,673810,1
83,0,903209,0
96,1,98426,0
89,0,915498,0
95,1,896604,0
97,1,558038,0
94,0,772903,0
91,1,225017,0
86,0,470393,0
84,0,786050,0
84,1,398718,0
99,0,643506,0
99,1,412406,0
86,0,284212,0
81,1,817311,1
80,1,811646,1
98,0,589305,0
99,0,622396,0
82,0,684730,0
100,0,937824,0
92,1,136274,0
81,0,407776,0
83,0,556062,0
100,0,979366,0
87,0,578402,0
80,1,368878,0
90,1,366745,0
91,0,558704,0
99,1,408154,0
98,0,151482,0
96,0,727796,0
80,0,622245,0
99,1,974408,0
92,1,744095,0
90,0,459632,0
87,0,599158,0
83,1,617485,1
96,1,229763,0
96,1,64270,0
82,1,616561,1
84,1,804801,1
96,1,605053,0
96,0,357350,0
99,0,919779,0
91,1,774250,0
84,0,150991,0
89,0,220613,0
92,1,197100,0
90,1,503536,0
86,0,137444,0
81,0,225291,0
93,0,844680,0
89,1,325479,0
83,1,612363,1
88,0,2990,0
88,0,121871,0
100,1,921594,0
94,0,985904,0
97,0,317814,0
84,1,903810,1
80,0,454252,0
84,1,297537,0
92,1,801262,0
82,0,799564,0
80,1,747613,1
96,1,217596,0
90,1,742842,0
86,1,290989,0
91,1,497527,0
100,0,795384,0
100,1,895478,0
97,0,285681,0
82,0,339671,0
82,0,801854,0
92,1,374074,0
88,1,136958,0
88,1,405853,0
83,1,313597,0
89,1,332331,0
90,1,135061,0
85,1,244067,0
84,1,239674,0
87,0,215008,0
80,0,979861,0
94,0,774929,0
90,1,675589,0
80,0,994569,0
93,0,109531,0
83,0,752067,0
90,1,443554,0
82,0,921964,0
92,1,565173,0
97,0,502799,0
98,1,96692,0
91,1,645658,0
93,0,834751,0
81,0,576437,0
85,0,368452,0
81,1,304808,0
82,1,421302,0
80,1,406284,0
93,0,670011,0
85,0,10611,0
87,0,48889,0
98,1,815229,0
91,0,935021,0
91,0,494373,0
100,0,370339,0
85,0,990846,0
93,0,911126,0
91,1,980880,0
96,1,573437,0
95,1,860395,0
88,0,402798,0
99,0,118999,0
85,1,894608,1
99,0,419405,0
90,0,734562,0
80,0,365690,0
86,0,363417,0
93,1,570913,0
83,1,822949,1
93,0,414867,0
99,0,62649,0
80,1,109724,0
88,1,120436,0
82,0,550002,0
89,1,769528,1
82,0,395392,0
96,0,866395,0
84,1,809771,1
82,1,417297,0
98,1,165310,0
94,1,808062,0
90,1,77574,0
87,0,470187,0
83,0,505421,0
99,1,53358,0
81,1,44004,0
85,1,679252,1
98,1,26776,0
88,0,731164,0
80,0,285804,0
92,1,647397,0
87,1,622230,1
86,0,586453,0
81,0,172946,0
97,0,545868,0
100,1,526890,0
91,0,475634,0
97,1,938998,0
90,1,506591,0
94,1,791236,0
97,0,477175,0
96,0,292564,0
84,1,254386,0
90,0,3684,0
89,0,349031,0
89,1,676704,1
80,1,77973,0
88,1,75560,0
86,1,937451,1
86,0,34814,0
92,1,215828,0
90,0,20423,0
80,1,588641,1
81,0,756948,0
88,1,183020,0
89,1,183856,0
85,0,363836,0
99,1,121141,0
89,0,238040,0
91,0,597801,0
85,1,730762,1
100,1,571926,0
92,0,396051,0
85,1,665000,1
94,0,324546,0
100,1,427331,0
81,0,763207,0
100,1,617681,0
84,1,186443,0
86,1,208789,0
99,1,225996,0
86,1,875443,1
97,1,777491,0
98,0,682104,0
82,1,577601,1
99,1,300729,0
80,0,40649,0
87,1,387897,0
96,1,22622,0
93,0,650324,0
91,1,296259,0
83,1,749199,1
90,1,110953,0
87,1,51817,0
81,0,441081,0
82,1,875475,1
100,1,917529,0
94,1,480752,0
90,1,740036,0
91,1,522542,0
90,1,304066,0
80,1,939382,1
92,0,464340,0
96,0,578499,0
84,0,681074,0
80,1,157045,0
90,1,169905,0
93,1,497167,0
87,1,880035,1
84,1,990943,1
81,1,641662,1
96,1,390001,0
94,0,861471,0
97,0,400808,0
82,0,719489,0
94,1,494611,0
87,0,991888,0
83,0,893131,0
86,0,747972,0
94,1,187717,0
97,1,369245,0
93,0,787104,0
81,1,378567,0
89,0,829523,0
92,1,195515,0
84,1,916885,1
88,1,196702,0
98,0,444430,0
81,0,622476,0
82,1,733493,1
83,0,617528,0
91,0,33794,0
80,0,25127,0
97,1,775285,0
81,1,213189,0
92,1,77930,0
81,0,30877,0
93,1,867508,0
100,0,769946,0
98,1,466393,0
83,0,933469,0
99,0,454991,0
97,1,176685,0
84,1,80936,0
95,0,773177,0
99,1,80694,0
94,0,97917,0
94,1,475149,0
83,0,236052,0
92,0,488001,0
95,0,696545,0
92,0,970847,0
95,0,883702,0
92,0,100785,0
96,1,654775,0
80,1,339832,0
93,0,521245,0
80,1,427036,0
94,0,523076,0
82,0,180933,0
80,1,732256,1
97,0,176305,0
88,1,13618,0
89,0,276798,0
81,1,523781,1
99,1,572015,0
86,1,282873,0
97,1,304236,0
96,1,433729,0
87,1,356121,0
94,1,910275,0
97,1,971211,0
91,0,390536,0
80,0,407028,0
91,0,113701,0
92,1,275628,0
90,1,405864,0
87,0,246818,0
90,0,452260,0
94,1,275667,0
84,0,604607,0
100,1,165558,0
84,0,308965,0
90,0,949211,0
82,0,362292,0
93,0,226200,0
95,1,190636,0
90,0,12548,0
94,0,831940,0
98,0,849147,0
81,0,757650,0
86,0,927144,0
87,0,183309,0
97,1,88310,0
95,1,504697,0
89,0,785385,0
98,1,596565,0
90,0,760165,0
85,1,181310,0
94,1,443878,0
95,1,59712,0
86,1,375076,0
99,0,262083,0
94,1,661671,0
92,0,253030,0
100,1,720163,0
80,0,732402,0
84,0,514155,0
98,1,234503,0
91,0,699914,0
80,0,363451,0
99,0,388090,0
91,1,110133,0
95,0,653274,0
93,1,871420,0
88,1,385760,0
99,0,292557,0
99,0,762525,0
88,1,830783,1
99,1,523632,0
84,0,603575,0
98,1,593683,0
80,0,398462,0
91,0,400051,0
91,0,36570,0
97,1,281405,0
99,0,326605,0
82,0,958498,0
82,0,647647,0
92,0,842135,0
99,1,915304,0
82,1,641101,1
90,0,759299,0
94,0,382649,0
95,0,384683,0
96,0,456174,0
91,1,368786,0
92,1,152976,0
98,1,728800,0
87,1,721109,1
95,0,615026,0
91,0,940995,0
85,0,565605,0
88,1,100560,0
83,1,149899,0
97,1,714508,0
96,0,566451,0
87,1,743811,1
99,1,687491,0
98,1,762014,0
88,1,903019,1
100,1,601020,0
92,1,51743,0
87,0,759000,0
82,0,832716,0
90,1,231894,0
88,0,116741,0
93,0,547260,0
99,0,708198,0
84,0,465687,0
92,0,379092,0
88,1,830550,1
99,1,130340,0
90,1,573174,0
95,1,633909,0
95,1,579124,0
92,0,999636,0
82,1,530343,1
92,1,112901,0
93,0,409426,0
82,0,685445,0
80,1,358705,0
80,1,926515,1
97,0,45625,0
89,1,852320,1
81,1,666172,1
88,0,617984,0
96,0,6352,0
84,1,283452,0
93,0,217072,0
85,1,308152,0
93,0,148733,0
95,1,264923,0
86,0,591772,0
83,1,479416,0
89,1,353382,0
82,1,531014,1
86,1,647796,1
99,0,59186,0
85,1,774520,1
100,1,581871,0
96,1,431497,0
97,1,218955,0
95,0,526745,0
87,1,78650,0
88,0,123346,0
95,1,387496,0
92,0,255363,0
86,0,22130,0
90,1,576697,0
83,0,932292,0
92,1,328478,0
89,1,412011,0
90,1,533782,0
85,1,318135,0
82,1,299485,0
89,1,972526,1
95,1,716414,0
100,0,332897,0
87,1,69681,0
90,0,988722,0
82,1,895991,1
93,1,568979,0
81,1,351775,0
85,0,503741,0
89,0,319041,0
93,1,1543,0
100,1,877935,0
88,1,807498,1
85,0,843458,0
99,0,888190,0
97,1,271480,0
85,0,549014,0
95,0,254586,0
90,1,286297,0
94,0,248010,0
91,0,13156,0
86,1,853367,1
81,1,589790,1
99,1,552846,0
92,1,369343,0
86,1,692460,1
97,0,263298,0
92,0,680712,0
96,1,548586,0
84,0,305647,0
86,0,6273,0
88,0,562100,0
99,0,851243,0
100,0,591106,0
96,0,657069,0
87,0,758642,0
98,0,165458,0
80,1,182800,0
87,0,572777,0
96,0,458383,0
85,1,289447,0
92,0,485154,0
98,1,974968,0
84,1,501912,1
89,0,162350,0
94,0,474672,0
90,0,509051,0
100,1,895681,0
93,0,688273,0
88,0,256055,0
99,0,556280,0
97,0,46052,0
89,0,99917,0
87,0,235323,0
99,1,16348,0
88,0,414807,0
82,1,997514,1
99,1,31772,0
96,0,223101,0
84,0,156460,0
83,0,179469,0
93,0,625621,0
82,1,493304,0
82,1,968452,1
96,0,513504,0
82,0,134010,0
90,0,230985,0
90,0,531887,0
95,1,803994,0
90,0,470720,0
92,1,966800,0
99,0,758150,0
81,0,331916,0
89,0,952517,0
82,1,68846,0
88,0,237707,0
95,1,640525,0
97,1,536207,0
93,1,461166,0
97,1,258985,0
93,1,54859,0
94,0,331469,0
83,1,470092,0
99,1,49157,0
97,1,904661,0
98,1,937084,0
95,0,88106,0
93,0,33052,0
80,0,350619,0
95,1,523536,0
82,1,185614,0
80,0,565492,0
99,0,607784,0
100,0,349413,0
100,0,843616,0
94,1,293900,0
92,0,730413,0
97,0,977408,0
81,0,179952,0
98,1,279949,0
83,1,293746,0
93,1,764149,0
81,1,75982,0
89,1,413805,0
92,0,325733,0
90,0,592500,0
91,0,8613,0
99,1,875359,0
94,1,338269,0
99,0,84194,0
92,1,353340,0
80,1,808851,1
97,1,452111,0
97,1,509648,0
93,0,50640,0
100,0,517209,0
87,0,970794,0
81,1,995094,1
89,1,71557,0
86,1,135294,0
80,0,843104,0
94,0,228181,0
83,0,554558,0
84,1,844136,1
86,0,981485,0
81,0,792203,0
98,1,540021,0
99,0,681574,0
91,1,115697,0
80,1,62219,0
91,0,452780,0
89,1,721071,1
95,1,647827,0
96,1,180082,0
100,0,606638,0
97,1,570214,0
99,0,181154,0
92,0,369313,0
99,1,138885,0
83,1,150546,0
91,1,607137,0
88,1,472443,0
100,0,85878,0
93,1,343673,0
90,0,555782,0
92,0,213319,0
91,1,592089,0
87,1,854363,1
94,0,737355,0
97,0,434108,0
96,1,732210,0
83,1,194783,0
87,1,539050,1
100,1,775882,0
95,1,449571,0
87,0,599749,0
86,0,706871,0
98,1,402552,0
92,0,655260,0
93,1,725930,0
84,0,41373,0
87,0,123722,0
95,0,265444,0
91,0,703155,0
96,0,66232,0
94,1,956634,0
83,1,695755,1
81,1,871150,1
89,0,90218,0
90,0,733900,0
89,1,257665,0
84,0,311870,0
84,1,715521,1
84,0,917437,0
85,1,826666,1
87,0,812719,0
82,1,664021,1
98,1,741319,0
94,0,15903,0
85,0,241505,0
80,1,679186,1
80,0,285512,0
98,0,233870,0
84,1,349197,0
89,1,228018,0
81,0,648572,0
82,1,165516,0
99,1,245974,0
97,1,725252,0
85,0,241601,0
96,1,162131,0
82,1,37244,0
88,0,2640,0
82,1,208472,0
89,1,289629,0
87,1,498796,0
83,0,778971,0
85,1,695372,1
92,0,409096,0
86,1,542050,1
90,0,779711,0
87,1,724392,1
82,1,240909,0
97,1,730589,0
95,0,946469,0
85,1,726987,1
99,1,594744,0
80,0,654456,0
94,0,337832,0
95,0,859166,0
81,0,545824,0
88,1,909278,1
86,0,146193,0
95,1,135825,0
100,0,86103,0
99,1,225210,0
100,1,510948,0
99,1,199948,0
86,0,273484,0
91,0,79929,0
85,1,778540,1
99,0,581275,0
92,1,85977,0
90,1,533152,0
84,1,89268,0
